cmor_label,title,miptable,cf_std_name,description,cell_methods,dimension,units,positive,realm,priority,requesting_mips,UKESM_component,Owner,Variable_mapping,PP_constraint,Stream,Plan,Ticket,Comment (this goes into file metadata?),Notes (this doesn't)
netAtmosLandCO2Flux,Net flux of CO2 between atmosphere and land (positive into land) as a result of all processes.,emMon,net_atmos_to_land_CO2_flux,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2 s-1,,land,1,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
fNnetmin,Net nitrogen release from soil and litter as the outcome of nitrogen immobilisation and gross mineralisation,emMon,net_nitrogen_mineralisation,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2 s-1,,land,1,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
nppLut,net primary productivity on land use tile,emMon,net_primary_land_productivity_of_carbon,,time: mean,? time ? ?,kg C m-2 s-1,,land,2,LUMIP,carbon,,,,,,,,
npp,Carbon Mass Flux out of Atmosphere due to Net Primary Production on Land,emMon,net_primary_productivity_of_carbon,unset,time: mean,longitude latitude time  ,kg m-2 s-1,down,land,1,LS3MIP,carbon,,,,,,,,
nProduct,Nitrogen Mass in Products of Land Use Change,emMon,nitrogen_content_of_products_of_anthropogenic_land_use_change,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2,,land,1,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
limncalc,Nitrogen limitation of Calcareous Phytoplankton,emMon,nitrogen_limitation_of_calcareous_phytoplankton,,time: mean area: mean where sea,longitude latitude alevel time  ,1,,ocean,1,"C4MIP, PMIP",obgc,,,,,,,,
limndiat,Nitrogen limitation of Diatoms,emMon,nitrogen_limitation_of_diatoms,,time: mean area: mean where sea,longitude latitude alevel time  ,1,,ocean,1,"C4MIP, PMIP",obgc,,,,,,,,
limndiaz,Nitrogen limitation of Diazotrophs,emMon,nitrogen_limitation_of_diazotrophs,,time: mean area: mean where sea,longitude latitude alevel time  ,1,,ocean,1,"C4MIP, PMIP",obgc,,,,,,,,
limnmisc,Nitrogen Limitation of Other Phytoplankton,emMon,nitrogen_limitation_of_miscellaneous_phytoplankton,,time: mean area: mean where sea,longitude latitude alevel time  ,1,,ocean,1,"C4MIP, PMIP",obgc,,,,,,,,
limnpico,Nitrogen limitation of Picophytoplankton,emMon,nitrogen_limitation_of_picophytoplankton,,time: mean area: mean where sea,longitude latitude alevel time  ,1,,ocean,1,"C4MIP, PMIP",obgc,,,,,,,,
fNLandToOcean,Lateral transfer of nitrogen out of gridcell that eventually goes into ocean,emMon,nitrogen_mass_flux_into_ocean_from_rivers,leached nitrogen etc that goes into run off or river routing and finds its way into ocean should be reported here. ,time: mean area: mean where land,longitude latitude time  ,kg N m-2 s-1,,land,1,"C4MIP, LUMIP",carbon,,,,,,,,
fNLitterSoil,Total Nitrogen Mass Flux from Litter to Soil,emMon,nitrogen_mass_flux_into_soil_from_litter,,time: mean area: mean where land,longitude latitude time  ,kg N m-2 s-1,,land,1,"C4MIP, LUMIP",carbon,,,,,,,,
fNVegSoil,Total Nitrogen Mass Flux from Vegetation Directly to Soil,emMon,nitrogen_mass_flux_into_soil_from_vegetation_excluding_litter,"In some models part of nitrogen (e.g., root exudate) can go directly into the soil pool without entering litter.",time: mean area: mean where land,longitude latitude time  ,kg N m-2 s-1,,land,1,"C4MIP, LUMIP",carbon,,,,,,,,
fNProduct,Deforested or harvested biomass as a result of anthropogenic land use or change,emMon,nitrogen_mass_flux_to_product_pool_due_to_anthorpogenic_activity,"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it shoule be straight-forward to compare deforested biomass across models.",time: mean area: mean where land,longitude latitude time  ,kg N m-2 s-1,,land,1,"C4MIP, LUMIP",carbon,,,,,,,,
fy,Northward EPF,emMon,northward_eliassen_palm_flux_in_air,"Transformed Eulerian Mean Diagnostics Meridional component Fy of EP-flux (Fy, Fz) derived from 6hr or higher frequency fields (use daily fields or 12 hr fields if the 6 hr are not available).  Please use the definitions given by equation 3.5.3a of Andrews, Holton and Leovy text book.",time: mean,latitude plev23 time  ,kg s-2,None,atmos,0,,atmos-physics,,,,,,,,
sltbasin,Northward Ocean Salt Transport,emMon,northward_ocean_salt_transport,"function of latitude, basin",time: mean,latitude basin time  ,kg s-1,,atmos,2,DCPP,ocean,,,,,,,,
sltnorth,Northward Ocean Salt Transport,emMon,northward_ocean_salt_transport,unset,,latitude basin   ,kg s-1,None,ocean,0,PMIP,ocean,,,,,,,,
sltnortha,Atlantic Northward Ocean Salt Transport,emMon,northward_ocean_salt_transport,unset,,latitude basin   ,kg s-1,None,ocean,0,PMIP,ocean,,,,,,,,
vstar,Northward TEM air velocity,emMon,northward_transformed_eulerian_mean_air_velocity,"Transformed Eulerian Mean Diagnostics v*, meridional component of the residual meridional circulation (v*, w*) derived from 6 hr or higher frequency data fields (use instantaneous daily fields or 12 hr fields if the 6 hr data are not available).",time: mean,latitude plev23 time  ,m s-1,None,atmos,0,,atmos-physics,,,,,,,,
va,Northward Wind,emMon,northward_wind,unset,time: mean,longitude latitude aslevel time  ,m s-1,None,atmos,1,HighResMIP,atmos-physics,,,,,,,,
j-o2,photoloysis rate of O2,emMon,not yet defined,rate of o2 -> o1d+o,time: mean,latitude plev23 time  ,s-1,,atmos,1,DAMIP,chemistry,,,,,,,,
j-o3,photoloysis rate of O3,emMon,not yet defined,sum of rates o3 -> o1d+o2 and o3 -> o+o2,time: mean,latitude plev23 time  ,s-1,,atmos,1,DAMIP,chemistry,,,,,,,,
ox-loss,total Ox loss rate,emMon,not yet defined,total chemical loss rate for o+o1d+o3 ,time: mean,latitude plev23 time  ,mole m-3 s-1,,atmos,2,DAMIP,chemistry,,,,,,,,
ox-prod,total Ox production rate,emMon,not yet defined,total production rate of o+o1d+o3 including o2 photolysis and all o3 producing reactions,time: mean,latitude plev23 time  ,mole m-3 s-1,,atmos,2,DAMIP,chemistry,,,,,,,,
intdoc,Dissolved Organic Carbon Content,emMon,ocean_mass_content_of_dissolved_organic_carbon,Vertically integrated DOC (explicit pools only),time: mean area: mean where sea,longitude latitude time  ,kg m-2,,ocean,1,C4MIP,obgc,,,,,,,,
intpoc,Particulate Organic Carbon Content,emMon,ocean_mass_content_of_particulate_organic_carbon,Vertically integrated POC,time: mean area: mean where sea,longitude latitude time  ,kg m-2,,ocean,1,C4MIP,obgc,,,,,,,,
cOther,"Carbon mass in vegetation components other than leaves, stem and root",emMon,other_vegegtation_components_carbon_content,"E.g. fruits, seeds, etc.",time: mean area: mean where land,longitude latitude time  ,kg C/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
nOther,"Nitrogen mass in vegetation components other than leaves, stem and root",emMon,other_vegegtation_components_nitrogen_content,"E.g. fruits, seeds, etc.",time: mean area: mean where land,longitude latitude time  ,kg N/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
albs,Planetary Albedo,emMon,planetary_albedo,,,longitude latitude   ,1,None,atmos,0,PMIP,radiation,,,,,,,,
fNup,"total plant nitrogen uptake (sum of ammonium and nitrate), irrespective of the source of nitrogen",emMon,plant_nitrogen_uptake,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2 s-1,,land,1,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
ra-c13,Mass Flux of 13C into Atmosphere due to Autotrophic (Plant) Respiration on Land,emMon,plant_respiration_c13_flux,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2 s-1,,land,2,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
ra-c14,Mass Flux of 14C into Atmosphere due to Autotrophic (Plant) Respiration on Land,emMon,plant_respiration_c14_flux,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2 s-1,,land,2,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
ra,Carbon Mass Flux into Atmosphere due to Autotrophic (Plant) Respiration on Land,emMon,plant_respiration_carbon_flux,unset,time: mean,longitude latitude time  ,kg m-2 s-1,up,land,1,LS3MIP,carbon,,,,,,,,
raLut,plant respiration on land use tile,emMon,plant_respiration_carbon_flux,,time: mean,? time ? ?,kg C m-2 s-1,,land,1,LUMIP,carbon,,,,,,,,
pr,Precipitation (liquid and solid),emMon,precipitation_flux,at surface; includes both liquid and solid phases from all types of clouds (both large-scale and convective),time: mean area: mean where ice_sheet,longitude latitude time  ,kg m-2 s-1,None,atmos,1,ISMIP6,precip,,,,,,,,
prhmax,Daily Maximum Hourly Precipitation Rate,emMon,precipitation_flux,,time: point,longitude latitude time1  ,kg m-2 s-1,,atmos,1,DCPP,precip,,,,,,,,
prveg,Precipitation onto Canopy,emMon,precipitation_flux_onto_canopy,the precipitation flux that is intercepted by the vegetation canopy (if present in model) before reaching the ground.,time: mean area: mean where land,longitude latitude time  ,kg m-2 s-1,None,land,2,"C4MIP, LUMIP",land,,,,,,,,
prra,Rainfall rate over land ice,emMon,rainfall_flux,mass of liquid precipitation falling onto land ice divided by grid cell area,time: mean area: mean where ice_sheet,longitude latitude time  ,kg m-2 s-1,,landIce,2,ISMIP6,icesheet,,,,,,,,
cRoot,Carbon Mass in Roots,emMon,root_carbon_content,including fine and coarse roots.,time: mean,longitude latitude time  ,kg m-2,None,land,2,LS3MIP,carbon,,,,,,,,
nRoot,Nitrogen Mass in Roots,emMon,root_nitrogen_content,including fine and coarse roots.,time: mean area: mean where land,longitude latitude time  ,kg N/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
mrro,Total Runoff,emMon,runoff_flux,the total runoff (including drainage through the base of the soil model) leaving the land portion of the grid cell.,time: mean area: mean where ice_sheet,longitude latitude time  ,kg m-2 s-1,,landIce,1,ISMIP6,icesheet,,,,,,,,
mrroLut,Total runoff from land use tile ,emMon,runoff_flux,the total runoff (including drainage through the base of the soil model) leaving the land use tile portion of the grid cell,time: mean,? time ? ?,kg H2O m-2 s-1,,land,1,LUMIP,land,,,,,,,,
qsat,Near-Surface Saturated Humidity,emMon,saturated_humidity,,time: mean,longitude latitude time  ,,,atmos,2,DCPP,precip,,,,,,,,
pathetao,,emMon,sea_water_additional_potential_temperature,,time: mean,longitude latitude alevel time  ,degC,,ocean,1,FAFMIP,unclear,,,,,,,,
talk,Total Alkalinity,emMon,sea_water_alkalinity_expressed_as_mole_equivalent,"total alkalinity equivalent concentration (including carbonate, nitrogen, silicate, and borate components)",time: mean area: mean where sea,longitude latitude olevel time  ,mol m-3,None,ocnBgchem,1,"C4MIP, LUMIP",obgc,,,,,,,,
ph,pH,emMon,sea_water_ph_reported_on_total_scale,negative log of hydrogen ion concentration with the concentration expressed as mol H kg-1.,time: mean area: mean where sea,longitude latitude olevel time  ,1,None,ocnBgchem,1,"C4MIP, LUMIP, PMIP",obgc,,,,,,,,
thetaot,Vertically averaged ocean temperature,emMon,sea_water_potential_temperature,unset,,longitude latitude   ,K,None,ocean,0,PMIP,ocean,,,,,,,,
prthetao,,emMon,sea_water_redistributed_potential_temperature,,time: mean,longitude latitude alevel time  ,degC,,ocean,1,FAFMIP,unclear,,,,,,,,
talknat,Natural Total Alkalinity,emMon,seawater_alkalinity_expressed_as_mole_equivalent_natural_component,"total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components) at preindustrial atmospheric xCO2",time: mean area: mean where sea,longitude latitude alevel time  ,mol m-3,,ocean,1,C4MIP,obgc,,,,,,,,
fVegLitterSenescence,"Total Carbon Mass Flux from Vegetation to Litter as a result of leaf, branch, and root senescence",emMon,senescence_litter_carbon_flux,needed to separate changing vegetation C turnover times resulting from changing allocation versus changing mortality,time: mean area: mean where land,longitude latitude time  ,kg C m-2 s-1,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
vegHeightShrub,Vegetation height averaged over the shrub fraction of a grid cell.,emMon,shrub_vegetation_height,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,m,,land,2,"C4MIP, LUMIP, PMIP",land,,,,,,,,
epn100,Downward Flux of Particulate Nitrogen,emMon,sinking_mole_flux_of_particulate_nitrogen_in_sea_water,,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocean,1,C4MIP,obgc,,,,,,,,
expc,Sinking Particulate Organic Carbon Flux,emMon,sinking_mole_flux_of_particulate_organic_matter_expressed_as_carbon_in_sea_water,,time: mean area: mean where sea,longitude latitude olevel time  ,mol m-2 s-1,down,ocnBgchem,3,C4MIP,obgc,,,,,,,,
epp100,Downward Flux of Particulate Phosphorus,emMon,sinking_mole_flux_of_particulate_phosphorus_in_sea_water,,time: mean area: mean where sea,longitude latitude time  ,mol m-2 s-1,,ocean,1,C4MIP,obgc,,,,,,,,
prsn,Snowfall Flux,emMon,snowfall_flux,at surface; includes precipitation of all forms of water in the solid phase,time: mean area: mean where ice_sheet,longitude latitude time  ,kg m-2 s-1,None,atmos,1,ISMIP6,precip,,,,,,,,
c13Soil,Mass of 13C in Soil Pool,emMon,soil_c13_content,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2,,land,2,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
c14Soil,Mass of 14C in Soil Pool,emMon,soil_c14_content,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2,,land,2,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
cSoil,Carbon Mass in Soil Pool,emMon,soil_carbon_content,unset,time: mean,longitude latitude time  ,kg m-2,None,land,1,LS3MIP,carbon,,,,,,,,
cSoilBelow1m,Carbon mass in soil pool below 1m depth,emMon,soil_carbon_content_below_1m_depth,,time: mean area: mean where land,longitude latitude time  ,kg C/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
cSoil1m,Carbon mass in soil pool from surface to 1m depth,emMon,soil_carbon_content_to_1m_depth,,time: mean area: mean where land,longitude latitude time  ,kg C/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
mrfso,Soil Frozen Water Content,emMon,soil_frozen_water_content,the mass (summed over all all layers) of frozen water.,time: mean area: mean where land,longitude latitude time  ,kg m-2,None,land landIce,1,"C4MIP, LUMIP",snow-permafrost,,,,,,,,
mrlso,Soil Liquid Water Content ,emMon,soil_liquid_water_content,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2,,land,1,"C4MIP, LUMIP, PMIP",land,,,,,,,,
mrso,Total Soil Moisture Content,emMon,soil_moisture_content,the mass per unit area  (summed over all soil layers) of water in all phases.,time: mean area: mean where land,longitude latitude time  ,kg m-2,None,land,1,"C4MIP, LUMIP",land,,,,,,,,
mrsoLut,Total soil moisture,emMon,soil_moisture_content,,time: mean,? time ? ?,kg H2O  m-2,,land,2,LUMIP,land,,,,,,,,
nSoil,Nitrogen Mass in Soil Pool,emMon,soil_nitrogen_content,as specified by C4MIP,time: mean area: mean where land,longitude latitude time  ,kg m-2,,land,1,"C4MIP, LUMIP, PMIP",carbon,,,,,,,,
tsl,Temperature of Soil,emMon,soil_temperature,Temperature of each soil layer.  Reported as missing for grid cells occupied entirely by sea.,time: mean area: mean where land,longitude latitude slevel time  ,K,None,land,2,"C4MIP, LUMIP",land,,,,,,,,
hus,Specific Humidity,emMon,specific_humidity,unset,time: mean,longitude latitude plev7 time  ,1,None,atmos,1,HighResMIP,atmos-physics,,,,,,,,
hussLut,near-surface specific humidity on land use tile,emMon,specific_humidity,"Normally, the specific humidity should be reported at the 2 meter height",time: mean,? time ? ?,kg H2O /kg air,,land,1,LUMIP,boundary layer,,,,,,,,
cStem,Carbon Mass in Stem,emMon,stem_carbon_content,including sapwood and hardwood.,time: mean area: mean where land,longitude latitude time  ,kg C/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
nStem,Nitrogen Mass in Stem,emMon,stem_nitrogen_content,including sapwood and hardwood.,time: mean area: mean where land,longitude latitude time  ,kg N/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
od550aerstrat,Stratospheric Aerosol Optical Depth at 550nm,emMon,strat_aerosol_optical_depth,From tropopause to stratopause as defined by the model,time: mean,longitude latitude time  ,1,,atmos,1,GeoMIP,aerosol,,,,,,,,
cLitterSubSurf,Carbon Mass in Below-Ground Litter,emMon,subsurface_litter_carbon_content,sub-surface litter pool fed by root inputs.,time: mean area: mean where land,longitude latitude time  ,kg C/m2,,land,2,"C4MIP, LUMIP",carbon,,,,,,,,
al,Albedo,emMon,surface_albedo,unset,,longitude latitude   ,%,None,atmos,0,PMIP,radiation,,,,,,,,
alb,Surface Albedo,emMon,surface_albedo,,time: mean,longitude latitude time  ,1,,atmos,1,DCPP,radiation,,,,,,,,
albsrfc,Surface Albedo,emMon,surface_albedo,,,longitude latitude   ,1,None,atmos,0,PMIP,radiation,,,,,,,,
lialb,Land ice or snow albedo,emMon,surface_albedo,Mean surface albedo of entire land ice covered part of the grid cell,time: mean area: mean where ice_sheet,longitude latitude time  ,1,,landIce,2,ISMIP6,icesheet,,,,,,,,
orog,Surface Altitude,emMon,surface_altitude,"height above the geoid; as defined here, the geoid is a surface of constant geopotential that, if the ocean were at rest, would coincide with mean sea level. Under this definition, the geoid changes as the mean volume of the ocean changes (e.g., due to glacial melt, or global warming of the ocean).  Report here the height above the present-day geoid.  Over ocean, report as 0.0",time: mean area: mean where ice_sheet,longitude latitude time  ,m,None,atmos,1,ISMIP6,atmos-physics,,,,,,,,
